Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
24-07-21,17:14:40.283,F,790,539,578,2024,0.067,57.0,275,0.129,-0.020,0.066,0.042,0.895,0.038,305,602,0.493
24-07-21,17:14:50.400,F,791,552,587,2642,0.060,66.6,281,0.114,-0.030,0.058,0.026,0.917,0.023,305,602,0.493
24-07-21,17:14:58.970,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,17:16:44.781,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,17:16:44.781,REG1,,"#1: alpha: 0.138, ETRm: 46.297, Ik: 335.530   ( beta: 0.003, ETRmPot: 51.156 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,17:16:44.781,REG2,,"#1: alpha: 0.112, ETRm: 45.125, Ik: 401.629   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,17:16:46.175,FO,792,518,1011,0,0.488,0.0,0,0,0,0,0,0,0,518,1011,0.488
24-07-21,17:16:56.289,F,793,648,994,44,0.348,6.4,474,0.665,-0.055,0.486,0.017,0.641,0.011,518,1011,0.488
24-07-21,17:17:06.415,F,794,610,948,80,0.357,12.0,468,0.704,0.026,0.540,0.066,0.603,0.040,518,1011,0.488
24-07-21,17:17:16.534,F,795,659,957,116,0.311,15.2,455,0.594,-0.018,0.410,0.056,0.652,0.037,518,1011,0.488
24-07-21,17:17:26.650,F,796,658,922,160,0.286,19.2,442,0.550,0.026,0.369,0.097,0.651,0.063,518,1011,0.488
24-07-21,17:17:36.766,F,797,670,899,221,0.255,23.7,431,0.489,0.051,0.315,0.125,0.663,0.082,518,1011,0.488
24-07-21,17:17:46.893,F,798,731,919,335,0.205,28.8,431,0.385,0.010,0.227,0.100,0.723,0.072,518,1011,0.488
24-07-21,17:17:57.004,F,799,748,895,502,0.164,34.6,433,0.318,0.063,0.184,0.130,0.740,0.096,518,1011,0.488
24-07-21,17:18:07.131,F,800,780,894,740,0.128,39.8,417,0.239,0.032,0.128,0.131,0.772,0.100,518,1011,0.488
24-07-21,17:18:17.245,F,801,768,853,1107,0.100,46.5,425,0.199,0.132,0.110,0.185,0.760,0.140,518,1011,0.488
24-07-21,17:18:27.368,F,802,808,880,1447,0.082,49.8,442,0.164,0.112,0.090,0.149,0.799,0.119,518,1011,0.488
24-07-21,17:18:37.483,F,803,853,901,2024,0.053,45.1,449,0.106,0.083,0.056,0.122,0.844,0.103,518,1011,0.488
24-07-21,17:18:47.608,F,804,877,913,2643,0.039,43.3,456,0.079,0.073,0.041,0.107,0.867,0.094,518,1011,0.488
24-07-21,17:18:56.200,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,17:20:34.501,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,17:20:34.501,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 71.108 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,17:20:34.501,REG2,,"#1: alpha: 0.139, ETRm: 72.308, Ik: 521.328   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,17:20:35.928,FO,805,180,376,0,0.521,0.0,0,0,0,0,0,0,0,180,376,0.521
24-07-21,17:20:46.046,F,806,220,397,44,0.446,8.2,180,0.816,-0.107,0.668,-0.053,0.585,-0.031,180,376,0.521
24-07-21,17:20:56.166,F,807,226,404,80,0.441,14.8,180,0.795,-0.143,0.633,-0.069,0.601,-0.042,180,376,0.521
24-07-21,17:21:06.293,F,808,238,404,116,0.411,20.0,177,0.731,-0.158,0.544,-0.069,0.633,-0.044,180,376,0.521
24-07-21,17:21:16.410,F,809,246,393,160,0.374,25.1,176,0.677,-0.107,0.484,-0.043,0.654,-0.028,180,376,0.521
24-07-21,17:21:26.527,F,810,262,396,221,0.338,31.4,180,0.620,-0.102,0.426,-0.051,0.697,-0.035,180,376,0.521
24-07-21,17:21:36.651,F,811,282,397,336,0.290,40.9,178,0.525,-0.117,0.331,-0.053,0.750,-0.040,180,376,0.521
24-07-21,17:21:46.763,F,812,298,391,502,0.238,50.2,177,0.435,-0.092,0.258,-0.038,0.793,-0.031,180,376,0.521
24-07-21,17:21:56.890,F,813,316,390,741,0.190,59.1,179,0.351,-0.077,0.199,-0.036,0.840,-0.030,180,376,0.521
24-07-21,17:22:07.004,F,814,338,395,1107,0.144,67.0,181,0.266,-0.092,0.142,-0.048,0.899,-0.043,180,376,0.521
24-07-21,17:22:17.127,F,815,358,407,1447,0.120,72.9,187,0.223,-0.122,0.116,-0.076,0.952,-0.072,180,376,0.521
24-07-21,17:22:27.247,F,816,375,413,2026,0.092,78.3,187,0.168,-0.153,0.084,-0.090,0.997,-0.089,180,376,0.521
24-07-21,17:22:37.363,F,817,377,403,2641,0.065,72.1,181,0.117,-0.133,0.056,-0.067,1.003,-0.068,180,376,0.521
24-07-21,17:22:45.854,SLCE,,Light Curve end,,,,,,,,,,,,,,
